99999 1 2
30271 60541 30271 1
4845 9689 4845 1
82464 35072 82464 1
5749 11497 5749 1
28540 57079 28540 1
59457 81086 59457 1
40113 80225 40113 1
38145 76289 38145 1
32628 65255 32628 1
25470 50939 25470 1
16653 33305 16653 1
31261 62521 31261 1
14005 28009 14005 1
60821 78358 60821 1
28485 56969 28485 1
92097 15806 92097 1
28798 57595 28798 1
39727 79453 39727 1
33829 67657 33829 1
44341 88681 44341 1
48785 97569 48785 1
82887 34226 82887 1
28946 57891 28946 1
99117 1766 99117 1
30763 61525 30763 1
60018 79964 60018 1
47426 94851 47426 1
82893 34214 82893 1
68121 63758 68121 1
84237 31526 84237 1
34005 68009 34005 1
95427 9146 95427 1
23266 46531 23266 1
51832 96336 51832 1
23293 46585 23293 1
51600 96800 51600 1
40594 81187 40594 1
49876 99751 49876 1
52000 96000 52000 1
78385 43230 78385 1
99186 1628 99186 1
66085 67830 66085 1
67715 64570 67715 1
19486 38971 19486 1
69997 60006 69997 1
41995 83989 41995 1
15447 30893 15447 1
33156 66311 33156 1
65390 69220 65390 1
13305 26609 13305 1
5801 11601 5801 1
42169 84337 42169 1
55897 88206 55897 1
85070 29860 85070 1
11217 22433 11217 1
33874 67747 33874 1
37261 74521 37261 1
36109 72217 36109 1
53565 92870 53565 1
48942 97883 48942 1
69884 60232 69884 1
10327 20653 10327 1
98604 2792 98604 1
94995 10010 94995 1
86493 27014 86493 1
8596 17191 8596 1
22181 44361 22181 1
72144 55712 72144 1
71415 57170 71415 1
1327 2653 1327 1
15744 31487 15744 1
12610 25219 12610 1
77524 44952 77524 1
251 501 251 1
53889 92222 53889 1
40260 80519 40260 1
54810 90380 54810 1
83266 33468 83266 1
80129 39742 80129 1
40123 80245 40123 1
18942 37883 18942 1
60263 79474 60263 1
60274 79452 60274 1
27674 55347 27674 1
30286 60571 30286 1
5290 10579 5290 1
44750 89499 44750 1
95198 9604 95198 1
2435 4869 2435 1
28710 57419 28710 1
83841 32318 83841 1
62385 75230 62385 1
78651 42698 78651 1
80 159 80 1
7042 14083 7042 1
65716 68568 65716 1
9847 19693 9847 1
94611 10778 94611 1
88624 22752 88624 1
2265 4529 2265 1
77870 44260 77870 1
36160 72319 36160 1
1716 3431 1716 1
18979 37957 18979 1
54433 91134 54433 1
86679 26642 86679 1
8845 17689 8845 1
73188 53624 73188 1
65186 69628 65186 1
3411 6821 3411 1
81991 36018 81991 1
62825 74350 62825 1
58083 83834 58083 1
48759 97517 48759 1
82528 34944 82528 1
62447 75106 62447 1
30195 60389 30195 1
93707 12586 93707 1
31706 63411 31706 1
45603 91205 45603 1
90023 19954 90023 1
97788 4424 97788 1
74247 51506 74247 1
25466 50931 25466 1
91945 16110 91945 1
15799 31597 15799 1
40631 81261 40631 1
16390 32779 16390 1
55451 89098 55451 1
69230 61540 69230 1
31914 63827 31914 1
21215 42429 21215 1
57011 85978 57011 1
5568 11135 5568 1
53674 92652 53674 1
4231 8461 4231 1
35693 71385 35693 1
17447 34893 17447 1
11718 23435 11718 1
30712 61423 30712 1
40252 80503 40252 1
41740 83479 41740 1
14739 29477 14739 1
52182 95636 52182 1
94162 11676 94162 1
99741 518 99741 1
20430 40859 20430 1
24577 49153 24577 1
41193 82385 41193 1
48779 97557 48779 1
5173 10345 5173 1
41341 82681 41341 1
95962 8076 95962 1
93098 13804 93098 1
52236 95528 52236 1
18031 36061 18031 1
41941 83881 41941 1
29228 58455 29228 1
13816 27631 13816 1
43910 87819 43910 1
19369 38737 19369 1
27384 54767 27384 1
40982 81963 40982 1
83716 32568 83716 1
73015 53970 73015 1
64362 71276 64362 1
43061 86121 43061 1
14733 29465 14733 1
52125 95750 52125 1
97750 4500 97750 1
29970 59939 29970 1
88468 23064 88468 1
93596 12808 93596 1
27053 54105 27053 1
5820 11639 5820 1
39786 79571 39786 1
27611 55221 27611 1
63285 73430 63285 1
78770 42460 78770 1
84571 30858 84571 1
97129 5742 97129 1
17988 35975 17988 1
69602 60796 69602 1
85401 29198 85401 1
45875 91749 45875 1
8400 16799 8400 1
58769 82462 58769 1
73762 52476 73762 1
75969 48062 75969 1
64466 71068 64466 1
17434 34867 17434 1
30327 60653 30327 1
63656 72688 63656 1
49570 99139 49570 1
7252 14503 7252 1
61071 77858 61071 1
79871 40258 79871 1
97332 5336 97332 1
19459 38917 19459 1
33111 66221 33111 1
1592 3183 1592 1
16844 33687 16844 1
28544 57087 28544 1
31633 63265 31633 1
64120 71760 64120 1
2403 4805 2403 1
30560 61119 30560 1
47060 94119 47060 1
37119 74237 37119 1
2530 5059 2530 1
13304 26607 13304 1
88353 23294 88353 1
9580 19159 9580 1
4566 9131 4566 1
56906 86188 56906 1
47880 95759 47880 1
92877 14246 92877 1
52578 94844 52578 1
31401 62801 31401 1
44945 89889 44945 1
10320 20639 10320 1
20495 40989 20495 1
47560 95119 47560 1
36591 73181 36591 1
15486 30971 15486 1
63058 73884 63058 1
88142 23716 88142 1
30162 60323 30162 1
65536 68928 65536 1
53415 93170 53415 1
16386 32771 16386 1
7689 15377 7689 1
93368 13264 93368 1
93114 13772 93114 1
88661 22678 88661 1
85364 29272 85364 1
23756 47511 23756 1
2024 4047 2024 1
1832 3663 1832 1
66771 66458 66771 1
50551 98898 50551 1
55455 89090 55455 1
73583 52834 73583 1
45974 91947 45974 1
58726 82548 58726 1
56924 86152 56924 1
77433 45134 77433 1
71860 56280 71860 1
29714 59427 29714 1
47389 94777 47389 1
93480 13040 93480 1
97454 5092 97454 1
69896 60208 69896 1
55360 89280 55360 1
88328 23344 88328 1
47873 95745 47873 1
2427 4853 2427 1
64358 71284 64358 1
68854 62292 68854 1
25247 50493 25247 1
60756 78488 60756 1
10044 20087 10044 1
71302 57396 71302 1
97176 5648 97176 1
10875 21749 10875 1
17959 35917 17959 1
57972 84056 57972 1
94445 11110 94445 1
67665 64670 67665 1
69968 60064 69968 1
89412 21176 89412 1
62532 74936 62532 1
23931 47861 23931 1
32141 64281 32141 1
8001 16001 8001 1
53956 92088 53956 1
60702 78596 60702 1
89833 20334 89833 1
52966 94068 52966 1
51371 97258 51371 1
39648 79295 39648 1
15821 31641 15821 1
40567 81133 40567 1
83472 33056 83472 1
3253 6505 3253 1
84503 30994 84503 1
71983 56034 71983 1
47095 94189 47095 1
53045 93910 53045 1
36080 72159 36080 1
69231 61538 69231 1
19039 38077 19039 1
94472 11056 94472 1
41089 82177 41089 1
73034 53932 73034 1
66538 66924 66538 1
46383 92765 46383 1
28712 57423 28712 1
24861 49721 24861 1
74511 50978 74511 1
16266 32531 16266 1
6312 12623 6312 1
63366 73268 63366 1
42221 84441 42221 1
24 47 24 1
98713 2574 98713 1
14784 29567 14784 1
2709 5417 2709 1
72358 55284 72358 1
73670 52660 73670 1
26627 53253 26627 1
25124 50247 25124 1
41132 82263 41132 1
27651 55301 27651 1
40929 81857 40929 1
26015 52029 26015 1
31298 62595 31298 1
90421 19158 90421 1
40222 80443 40222 1
61492 77016 61492 1
87904 24192 87904 1
25175 50349 25175 1
45610 91219 45610 1
22498 44995 22498 1
28359 56717 28359 1
35459 70917 35459 1
14236 28471 14236 1
38327 76653 38327 1
88018 23964 88018 1
21335 42669 21335 1
61802 76396 61802 1
99726 548 99726 1
21611 43221 21611 1
97115 5770 97115 1
82565 34870 82565 1
32677 65353 32677 1
58844 82312 58844 1
3630 7259 3630 1
32943 65885 32943 1
15753 31505 15753 1
89902 20196 89902 1
79512 40976 79512 1
79666 40668 79666 1
76906 46188 76906 1
45468 90935 45468 1
48137 96273 48137 1
79056 41888 79056 1
15804 31607 15804 1
62575 74850 62575 1
91831 16338 91831 1
67933 64134 67933 1
37315 74629 37315 1
61877 76246 61877 1
57920 84160 57920 1
20974 41947 20974 1
32931 65861 32931 1
95772 8456 95772 1
63878 72244 63878 1
76468 47064 76468 1
86033 27934 86033 1
66708 66584 66708 1
41406 82811 41406 1
82698 34604 82698 1
37029 74057 37029 1
99414 1172 99414 1
86793 26414 86793 1
78090 43820 78090 1
12698 25395 12698 1
57739 84522 57739 1
12581 25161 12581 1
56107 87786 56107 1
56707 86586 56707 1
31378 62755 31378 1
93752 12496 93752 1
904 1807 904 1
42707 85413 42707 1
61323 77354 61323 1
47248 94495 47248 1
29181 58361 29181 1
59045 81910 59045 1
40034 80067 40034 1
41002 82003 41002 1
17358 34715 17358 1
14794 29587 14794 1
87643 24714 87643 1
5163 10325 5163 1
44705 89409 44705 1
49390 98779 49390 1
25579 51157 25579 1
8221 16441 8221 1
85367 29266 85367 1
36584 73167 36584 1
29193 58385 29193 1
3085 6169 3085 1
76598 46804 76598 1
12020 24039 12020 1
98021 3958 98021 1
25696 51391 25696 1
29912 59823 29912 1
60461 79078 60461 1
58566 82868 58566 1
64662 70676 64662 1
4429 8857 4429 1
29919 59837 29919 1
67915 64170 67915 1
37819 75637 37819 1
65588 68824 65588 1
89791 20418 89791 1
89493 21014 89493 1
20650 41299 20650 1
1154 2307 1154 1
23903 47805 23903 1
22203 44405 22203 1
96322 7356 96322 1
38929 77857 38929 1
56381 87238 56381 1
70858 58284 70858 1
2425 4849 2425 1
99740 520 99740 1
95900 8200 95900 1
24796 49591 24796 1
21558 43115 21558 1
10271 20541 10271 1
12737 25473 12737 1
34452 68903 34452 1
49406 98811 49406 1
32997 65993 32997 1
26751 53501 26751 1
30922 61843 30922 1
54945 90110 54945 1
39667 79333 39667 1
12363 24725 12363 1
12749 25497 12749 1
42380 84759 42380 1
14422 28843 14422 1
50129 99742 50129 1
58968 82064 58968 1
16768 33535 16768 1
54409 91182 54409 1
85416 29168 85416 1
15698 31395 15698 1
68800 62400 68800 1
11324 22647 11324 1
8273 16545 8273 1
88497 23006 88497 1
47641 95281 47641 1
19258 38515 19258 1
27355 54709 27355 1
61807 76386 61807 1
68315 63370 68315 1
25051 50101 25051 1
61805 76390 61805 1
1285 2569 1285 1
87187 25626 87187 1
82817 34366 82817 1
1355 2709 1355 1
88012 23976 88012 1
66160 67680 66160 1
63997 72006 63997 1
64012 71976 64012 1
54137 91726 54137 1
52768 94464 52768 1
54325 91350 54325 1
93481 13038 93481 1
24799 49597 24799 1
97273 5454 97273 1
16940 33879 16940 1
45917 91833 45917 1
80040 39920 80040 1
48684 97367 48684 1
18687 37373 18687 1
37085 74169 37085 1
56767 86466 56767 1
86978 26044 86978 1
7342 14683 7342 1
95938 8124 95938 1
49456 98911 49456 1
58676 82648 58676 1
28998 57995 28998 1
16323 32645 16323 1
59551 80898 59551 1
84500 31000 84500 1
901 1801 901 1
86435 27130 86435 1
3178 6355 3178 1
66482 67036 66482 1
25149 50297 25149 1
90610 18780 90610 1
55791 88418 55791 1
93514 12972 93514 1
2847 5693 2847 1
49285 98569 49285 1
99977 46 99977 1
64904 70192 64904 1
62173 75654 62173 1
63952 72096 63952 1
61634 76732 61634 1
64498 71004 64498 1
11602 23203 11602 1
94069 11862 94069 1
70061 59878 70061 1
15343 30685 15343 1
90119 19762 90119 1
85870 28260 85870 1
37793 75585 37793 1
51242 97516 51242 1
70451 59098 70451 1
70691 58618 70691 1
1262 2523 1262 1
31159 62317 31159 1
16157 32313 16157 1
80875 38250 80875 1
95777 8446 95777 1
96318 7364 96318 1
44083 88165 44083 1
82138 35724 82138 1
36532 73063 36532 1
40751 81501 40751 1
98687 2626 98687 1
95698 8604 95698 1
68786 62428 68786 1
68337 63326 68337 1
5489 10977 5489 1
85946 28108 85946 1
20443 40885 20443 1
66394 67212 66394 1
76212 47576 76212 1
55039 89922 55039 1
32189 64377 32189 1
10729 21457 10729 1
80527 38946 80527 1
39822 79643 39822 1
50700 98600 50700 1
92039 15922 92039 1
16699 33397 16699 1
45752 91503 45752 1
14484 28967 14484 1
74439 51122 74439 1
66567 66866 66567 1
55244 89512 55244 1
2030 4059 2030 1
30130 60259 30130 1
96609 6782 96609 1
69445 61110 69445 1
15016 30031 15016 1
51560 96880 51560 1
86180 27640 86180 1
16901 33801 16901 1
39745 79489 39745 1
8082 16163 8082 1
71708 56584 71708 1
52806 94388 52806 1
66162 67676 66162 1
37286 74571 37286 1
22915 45829 22915 1
21008 42015 21008 1
93571 12858 93571 1
69584 60832 69584 1
89785 20430 89785 1
49074 98147 49074 1
76593 46814 76593 1
98123 3754 98123 1
3340 6679 3340 1
76317 47366 76317 1
18976 37951 18976 1
40552 81103 40552 1
48249 96497 48249 1
39797 79593 39797 1
18986 37971 18986 1
94818 10364 94818 1
4296 8591 4296 1
98630 2740 98630 1
13755 27509 13755 1
80456 39088 80456 1
13626 27251 13626 1
88304 23392 88304 1
56232 87536 56232 1
84816 30368 84816 1
23318 46635 23318 1
22066 44131 22066 1
78255 43490 78255 1
86642 26716 86642 1
22121 44241 22121 1
64647 70706 64647 1
47129 94257 47129 1
34200 68399 34200 1
96441 7118 96441 1
22270 44539 22270 1
40196 80391 40196 1
99898 204 99898 1
10276 20551 10276 1
28071 56141 28071 1
60575 78850 60575 1
15452 30903 15452 1
64749 70502 64749 1
29239 58477 29239 1
77836 44328 77836 1
89075 21850 89075 1
76616 46768 76616 1
7009 14017 7009 1
29873 59745 29873 1
804 1607 804 1
52800 94400 52800 1
88306 23388 88306 1
40586 81171 40586 1
34600 69199 34600 1
86228 27544 86228 1
93981 12038 93981 1
15593 31185 15593 1
95795 8410 95795 1
44646 89291 44646 1
13546 27091 13546 1
74252 51496 74252 1
62759 74482 62759 1
592 1183 592 1
18664 37327 18664 1
47414 94827 47414 1
322 643 322 1
9871 19741 9871 1
31747 63493 31747 1
40981 81961 40981 1
93721 12558 93721 1
64465 71070 64465 1
38574 77147 38574 1
57091 85818 57091 1
17812 35623 17812 1
71294 57412 71294 1
91510 16980 91510 1
67636 64728 67636 1
90323 19354 90323 1
51844 96312 51844 1
33617 67233 33617 1
13623 27245 13623 1
96233 7534 96233 1
88310 23380 88310 1
91986 16028 91986 1
97084 5832 97084 1
63690 72620 63690 1
22844 45687 22844 1
43945 87889 43945 1
53973 92054 53973 1
38169 76337 38169 1
75379 49242 75379 1
41746 83491 41746 1
66381 67238 66381 1
3654 7307 3654 1
49051 98101 49051 1
60929 78142 60929 1
65844 68312 65844 1
78999 42002 78999 1
24723 49445 24723 1
60368 79264 60368 1
46135 92269 46135 1
85263 29474 85263 1
81058 37884 81058 1
93197 13606 93197 1
33546 67091 33546 1
24403 48805 24403 1
32492 64983 32492 1
87530 24940 87530 1
30455 60909 30455 1
56609 86782 56609 1
1090 2179 1090 1
60856 78288 60856 1
80197 39606 80197 1
9067 18133 9067 1
18933 37865 18933 1
44091 88181 44091 1
12408 24815 12408 1
13144 26287 13144 1
51614 96772 51614 1
41935 83869 41935 1
24086 48171 24086 1
73938 52124 73938 1
26277 52553 26277 1
60974 78052 60974 1
13521 27041 13521 1
90751 18498 90751 1
19293 38585 19293 1
83350 33300 83350 1
7356 14711 7356 1
53794 92412 53794 1
72555 54890 72555 1
36958 73915 36958 1
2135 4269 2135 1
69250 61500 69250 1
27135 54269 27135 1
62259 75482 62259 1
62348 75304 62348 1
56562 86876 56562 1
65967 68066 65967 1
26223 52445 26223 1
28863 57725 28863 1
5169 10337 5169 1
82047 35906 82047 1
83557 32886 83557 1
71936 56128 71936 1
31511 63021 31511 1
44801 89601 44801 1
85836 28328 85836 1
33108 66215 33108 1
20238 40475 20238 1
57142 85716 57142 1
34538 69075 34538 1
4140 8279 4140 1
25561 51121 25561 1
36243 72485 36243 1
33252 66503 33252 1
41824 83647 41824 1
68704 62592 68704 1
23482 46963 23482 1
52214 95572 52214 1
89441 21118 89441 1
50011 99978 50011 1
41295 82589 41295 1
50049 99902 50049 1
4070 8139 4070 1
29230 58459 29230 1
8096 16191 8096 1
79762 40476 79762 1
78841 42318 78841 1
64687 70626 64687 1
26596 53191 26596 1
61883 76234 61883 1
87803 24394 87803 1
25549 51097 25549 1
46712 93423 46712 1
39927 79853 39927 1
43812 87623 43812 1
28286 56571 28286 1
47518 95035 47518 1
73535 52930 73535 1
17128 34255 17128 1
20756 41511 20756 1
29259 58517 29259 1
92697 14606 92697 1
1512 3023 1512 1
69505 60990 69505 1
36077 72153 36077 1
46165 92329 46165 1
79383 41234 79383 1
645 1289 645 1
56050 87900 56050 1
50679 98642 50679 1
1472 2943 1472 1
70294 59412 70294 1
55743 88514 55743 1
77018 45964 77018 1
4466 8931 4466 1
47221 94441 47221 1
16738 33475 16738 1
49068 98135 49068 1
56259 87482 56259 1
72762 54476 72762 1
73900 52200 73900 1
35102 70203 35102 1
64833 70334 64833 1
19819 39637 19819 1
4505 9009 4505 1
73403 53194 73403 1
24900 49799 24900 1
89389 21222 89389 1
16353 32705 16353 1
13097 26193 13097 1
7907 15813 7907 1
36548 73095 36548 1
75132 49736 75132 1
63828 72344 63828 1
84543 30914 84543 1
25869 51737 25869 1
73260 53480 73260 1
62845 74310 62845 1
51202 97596 51202 1
10366 20731 10366 1
54217 91566 54217 1
4088 8175 4088 1
70165 59670 70165 1
99237 1526 99237 1
82705 34590 82705 1
7110 14219 7110 1
74566 50868 74566 1
38113 76225 38113 1
6951 13901 6951 1
42332 84663 42332 1
27884 55767 27884 1
37907 75813 37907 1
1508 3015 1508 1
63007 73986 63007 1
79974 40052 79974 1
16750 33499 16750 1
51622 96756 51622 1
60755 78490 60755 1
34948 69895 34948 1
84744 30512 84744 1
52218 95564 52218 1
28866 57731 28866 1
62686 74628 62686 1
31265 62529 31265 1
55651 88698 55651 1
85171 29658 85171 1
42896 85791 42896 1
72651 54698 72651 1
85308 29384 85308 1
59895 80210 59895 1
65266 69468 65266 1
37087 74173 37087 1
26769 53537 26769 1
72234 55532 72234 1
84703 30594 84703 1
35581 71161 35581 1
88359 23282 88359 1
97163 5674 97163 1
82536 34928 82536 1
13889 27777 13889 1
71312 57376 71312 1
13955 27909 13955 1
10733 21465 10733 1
29717 59433 29717 1
43219 86437 43219 1
87928 24144 87928 1
38177 76353 38177 1
19089 38177 19089 1
73090 53820 73090 1
17908 35815 17908 1
53367 93266 53367 1
43311 86621 43311 1
73375 53250 73375 1
95464 9072 95464 1
80942 38116 80942 1
20808 41615 20808 1
23921 47841 23921 1
63372 73256 63372 1
79336 41328 79336 1
71755 56490 71755 1
77141 45718 77141 1
51744 96512 51744 1
63729 72542 63729 1
50815 98370 50815 1
30281 60561 30281 1
39685 79369 39685 1
24012 48023 24012 1
19199 38397 19199 1
40732 81463 40732 1
60829 78342 60829 1
11016 22031 11016 1
22151 44301 22151 1
20375 40749 20375 1
93515 12970 93515 1
41549 83097 41549 1
43072 86143 43072 1
7825 15649 7825 1
39777 79553 39777 1
2279 4557 2279 1
81972 36056 81972 1
78514 42972 78514 1
83995 32010 83995 1
39906 79811 39906 1
77579 44842 77579 1
85442 29116 85442 1
69268 61464 69268 1
58818 82364 58818 1
51500 97000 51500 1
87264 25472 87264 1
12132 24263 12132 1
19835 39669 19835 1
63893 72214 63893 1
58160 83680 58160 1
80245 39510 80245 1
69618 60764 69618 1
75454 49092 75454 1
71761 56478 71761 1
22785 45569 22785 1
77156 45688 77156 1
18754 37507 18754 1
63455 73090 63455 1
58996 82008 58996 1
97950 4100 97950 1
4574 9147 4574 1
54923 90154 54923 1
94087 11826 94087 1
65161 69678 65161 1
71563 56874 71563 1
68619 62762 68619 1
29864 59727 29864 1
94942 10116 94942 1
7432 14863 7432 1
34917 69833 34917 1
23165 46329 23165 1
98226 3548 98226 1
11707 23413 11707 1
53260 93480 53260 1
75317 49366 75317 1
4918 9835 4918 1
4959 9917 4959 1
60289 79422 60289 1
67232 65536 67232 1
18411 36821 18411 1
79223 41554 79223 1
74453 51094 74453 1
62717 74566 62717 1
55 109 55 1
53455 93090 53455 1
70872 58256 70872 1
32787 65573 32787 1
29236 58471 29236 1
86578 26844 86578 1
8943 17885 8943 1
899 1797 899 1
26470 52939 26470 1
80475 39050 80475 1
10209 20417 10209 1
19520 39039 19520 1
16872 33743 16872 1
14008 28015 14008 1
92872 14256 92872 1
69257 61486 69257 1
8009 16017 8009 1
90870 18260 90870 1
85092 29816 85092 1
61601 76798 61601 1
1080 2159 1080 1
71466 57068 71466 1
37915 75829 37915 1
9974 19947 9974 1
67659 64682 67659 1
11573 23145 11573 1
45671 91341 45671 1
91880 16240 91880 1
32809 65617 32809 1
43188 86375 43188 1
25476 50951 25476 1
49584 99167 49584 1
39707 79413 39707 1
38553 77105 38553 1
99503 994 99503 1
53047 93906 53047 1
44007 88013 44007 1
1721 3441 1721 1
62684 74632 62684 1
5874 11747 5874 1
27346 54691 27346 1
9954 19907 9954 1
26268 52535 26268 1
78058 43884 78058 1
83370 33260 83370 1
798 1595 798 1
75150 49700 75150 1
78340 43320 78340 1
61449 77102 61449 1
4514 9027 4514 1
50175 99650 50175 1
83451 33098 83451 1
56883 86234 56883 1
2440 4879 2440 1
75573 48854 75573 1
13138 26275 13138 1
91230 17540 91230 1
56660 86680 56660 1
85196 29608 85196 1
64293 71414 64293 1
21763 43525 21763 1
15278 30555 15278 1
69705 60590 69705 1
33468 66935 33468 1
66430 67140 66430 1
45696 91391 45696 1
80053 39894 80053 1
97540 4920 97540 1
74688 50624 74688 1
44145 88289 44145 1
2999 5997 2999 1
86969 26062 86969 1
54599 90802 54599 1
10043 20085 10043 1
30913 61825 30913 1
10658 21315 10658 1
92300 15400 92300 1
90473 19054 90473 1
83734 32532 83734 1
75658 48684 75658 1
93063 13874 93063 1
69065 61870 69065 1
6077 12153 6077 1
14693 29385 14693 1
9985 19969 9985 1
99760 480 99760 1
10552 21103 10552 1
46137 92273 46137 1
99144 1712 99144 1
34705 69409 34705 1
86953 26094 86953 1
8368 16735 8368 1
71219 57562 71219 1
42425 84849 42425 1
22777 45553 22777 1
70877 58246 70877 1
1265 2529 1265 1
27784 55567 27784 1
4954 9907 4954 1
70868 58264 70868 1
10496 20991 10496 1
93867 12266 93867 1
17305 34609 17305 1
71638 56724 71638 1
37789 75577 37789 1
49311 98621 49311 1
90786 18428 90786 1
63336 73328 63336 1
95472 9056 95472 1
60948 78104 60948 1
58223 83554 58223 1
12012 24023 12012 1
20533 41065 20533 1
51994 96012 51994 1
54135 91730 54135 1
32594 65187 32594 1
77390 45220 77390 1
97812 4376 97812 1
30884 61767 30884 1
21911 43821 21911 1
51723 96554 51723 1
89404 21192 89404 1
5405 10809 5405 1
37004 74007 37004 1
52616 94768 52616 1
79953 40094 79953 1
41236 82471 41236 1
5292 10583 5292 1
7365 14729 7365 1
11950 23899 11950 1
62067 75866 62067 1
7851 15701 7851 1
3105 6209 3105 1
9686 19371 9686 1
41519 83037 41519 1
22781 45561 22781 1
77278 45444 77278 1
15887 31773 15887 1
93128 13744 93128 1
383 765 383 1
33733 67465 33733 1
83619 32762 83619 1
74679 50642 74679 1
2594 5187 2594 1
28196 56391 28196 1
6345 12689 6345 1
96956 6088 96956 1
69765 60470 69765 1
33796 67591 33796 1
22317 44633 22317 1
72773 54454 72773 1
57728 84544 57728 1
51836 96328 51836 1
68055 63890 68055 1
86304 27392 86304 1
76446 47108 76446 1
5582 11163 5582 1
2533 5065 2533 1
14900 29799 14900 1
49613 99225 49613 1
36402 72803 36402 1
52362 95276 52362 1
54933 90134 54933 1
88196 23608 88196 1
5162 10323 5162 1
82356 35288 82356 1
72304 55392 72304 1
52295 95410 52295 1
20705 41409 20705 1
7215 14429 7215 1
57490 85020 57490 1
37476 74951 37476 1
94038 11924 94038 1
96970 6060 96970 1
65520 68960 65520 1
42989 85977 42989 1
30451 60901 30451 1
23410 46819 23410 1
60270 79460 60270 1
64653 70694 64653 1
38110 76219 38110 1
17101 34201 17101 1
69511 60978 69511 1
7571 15141 7571 1
4275 8549 4275 1
52602 94796 52602 1
44127 88253 44127 1
24565 49129 24565 1
37259 74517 37259 1
93904 12192 93904 1
43871 87741 43871 1
94178 11644 94178 1
59861 80278 59861 1
45056 90111 45056 1
68404 63192 68404 1
80029 39942 80029 1
82619 34762 82619 1
63976 72048 63976 1
86616 26768 86616 1
9134 18267 9134 1
4948 9895 4948 1
40379 80757 40379 1
15402 30803 15402 1
47555 95109 47555 1
85679 28642 85679 1
36187 72373 36187 1
69635 60730 69635 1
41499 82997 41499 1
14940 29879 14940 1
77492 45016 77492 1
99511 978 99511 1
54760 90480 54760 1
6113 12225 6113 1
34683 69365 34683 1
3603 7205 3603 1
31055 62109 31055 1
92248 15504 92248 1
21298 42595 21298 1
5525 11049 5525 1
46599 93197 46599 1
34967 69933 34967 1
88148 23704 88148 1
7493 14985 7493 1
28833 57665 28833 1
54560 90880 54560 1
66916 66168 66916 1
24829 49657 24829 1
67799 64402 67799 1
61066 77868 61066 1
23436 46871 23436 1
285 569 285 1
37152 74303 37152 1
22623 45245 22623 1
29736 59471 29736 1
4848 9695 4848 1
18619 37237 18619 1
79389 41222 79389 1
2284 4567 2284 1
31123 62245 31123 1
45347 90693 45347 1
73543 52914 73543 1
21503 43005 21503 1
2167 4333 2167 1
21565 43129 21565 1
85571 28858 85571 1
48553 97105 48553 1
82230 35540 82230 1
96371 7258 96371 1
23809 47617 23809 1
84569 30862 84569 1
30293 60585 30293 1
29110 58219 29110 1
81026 37948 81026 1
11774 23547 11774 1
41756 83511 41756 1
26559 53117 26559 1
80356 39288 80356 1
24775 49549 24775 1
1299 2597 1299 1
73624 52752 73624 1
42769 85537 42769 1
36744 73487 36744 1
18568 37135 18568 1
86078 27844 86078 1
27927 55853 27927 1
23231 46461 23231 1
38015 76029 38015 1
51562 96876 51562 1
89982 20036 89982 1
51372 97256 51372 1
55534 88932 55534 1
36799 73597 36799 1
14143 28285 14143 1
93666 12668 93666 1
37041 74081 37041 1
21213 42425 21213 1
44956 89911 44956 1
47744 95487 47744 1
52347 95306 52347 1
42579 85157 42579 1
35044 70087 35044 1
39759 79517 39759 1
48937 97873 48937 1
60637 78726 60637 1
73447 53106 73447 1
97177 5646 97177 1
39627 79253 39627 1
62087 75826 62087 1
72814 54372 72814 1
87744 24512 87744 1
56254 87492 56254 1
8014 16027 8014 1
76000 48000 76000 1
9082 18163 9082 1
32570 65139 32570 1
42403 84805 42403 1
24573 49145 24573 1
77239 45522 77239 1
98843 2314 98843 1
29952 59903 29952 1
62778 74444 62778 1
15363 30725 15363 1
48210 96419 48210 1
73209 53582 73209 1
83120 33760 83120 1
20963 41925 20963 1
41203 82405 41203 1
97665 4670 97665 1
81343 37314 81343 1
43184 86367 43184 1
21330 42659 21330 1
14319 28637 14319 1
46898 93795 46898 1
45527 91053 45527 1
17633 35265 17633 1
33525 67049 33525 1
24898 49795 24898 1
80225 39550 80225 1
27656 55311 27656 1
14124 28247 14124 1
87000 26000 87000 1
8589 17177 8589 1
25225 50449 25225 1
21314 42627 21314 1
8138 16275 8138 1
48125 96249 48125 1
17033 34065 17033 1
40457 80913 40457 1
82300 35400 82300 1
3807 7613 3807 1
75258 49484 75258 1
39066 78131 39066 1
56128 87744 56128 1
5276 10551 5276 1
12227 24453 12227 1
64184 71632 64184 1
44859 89717 44859 1
32168 64335 32168 1
53819 92362 53819 1
85846 28308 85846 1
88055 23890 88055 1
24074 48147 24074 1
69408 61184 69408 1
5438 10875 5438 1
83811 32378 83811 1
67713 64574 67713 1
28004 56007 28004 1
41278 82555 41278 1
31092 62183 31092 1
6551 13101 6551 1
23493 46985 23493 1
25685 51369 25685 1
58544 82912 58544 1
5111 10221 5111 1
71255 57490 71255 1
17865 35729 17865 1
21433 42865 21433 1
12277 24553 12277 1
14046 28091 14046 1
9465 18929 9465 1
65450 69100 65450 1
25344 50687 25344 1
46369 92737 46369 1
15316 30631 15316 1
3579 7157 3579 1
57364 85272 57364 1
10569 21137 10569 1
94681 10638 94681 1
91846 16308 91846 1
69510 60980 69510 1
14516 29031 14516 1
8254 16507 8254 1
80684 38632 80684 1
32136 64271 32136 1
56384 87232 56384 1
16284 32567 16284 1
